Graph Name: CollegeMsg.txt
Motif Name: M-6-1.txt
Delta Value: 3200

TIME        NUMBER OF MOTIFS 
0.122823    27
0.117512    23
0.080801    39
0.0811222    40
0.0819249    27
0.0905321    26
0.0804541    24
0.129844    24
0.108356    40
0.0973458    28
0.09793    47
0.080349    34
0.089715    37
0.105791    32
0.104661    65
0.108794    28
0.093014    28
0.07918    28
0.0999489    24
0.107914    33
0.118709    20
0.0805678    26
0.0964439    38
0.102691    27
0.098249    21
0.0867279    40
0.0929999    35
0.118069    28
0.112457    25
0.088428    19
0.0915298    24
0.0800881    27
0.081727    47
0.0813742    27
0.115761    19
0.107983    20
0.0983481    32
0.0823219    32
0.099726    40
0.119503    42
0.179951    39
0.079819    24
0.0793409    37
0.0977609    31
0.0815902    30
0.0804331    37
0.11496    26
0.102285    19
0.112376    21
0.079144    29
0.119101    46
0.0982959    25
0.0955391    25
0.079668    26
0.118565    23
0.0972109    25
0.0812199    41
0.079721    18
0.0878191    19
0.081394    28
0.0915041    27
0.1801    44
0.105487    27
0.080224    41
0.0936432    31
0.0915129    22
0.093168    25
0.0807409    32
0.152724    28
0.0900578    25
0.104121    17
0.105878    30
0.116642    26
0.0805578    40
0.0907979    21
0.113404    46
0.105435    31
0.0812149    35
0.0964069    24
0.105849    27
0.105194    37
0.0835192    38
0.108623    26
0.104593    23
0.106195    24
0.080307    29
0.0815511    41
0.0801151    27
0.080858    33
0.081346    33
0.08091    19
0.0812199    40
0.080097    31
0.0814352    18
0.0883241    30
0.080512    42
0.203188    22
0.113688    27
0.119145    36
0.10743    27
0.0872669    34
0.101582    35
0.120866    27
0.106131    27
0.105133    25
0.103707    23
0.10857    27
0.103459    18
0.109938    44
0.0895429    18
0.112768    20
0.0967541    27
0.082777    30
0.097342    25
0.199188    40
0.105625    25
0.091845    27
0.107296    23
0.113436    26
0.0933261    27
0.0799491    38
0.098407    33
0.112941    37
0.0981569    37
0.106392    40
0.0896468    36
0.098238    22
0.12494    33
0.106585    27
0.105177    33
0.0883172    26
0.0897279    49
0.101173    36
0.10107    26
0.102856    39
0.101282    39
0.098484    25
0.114258    39
0.092876    22
0.0973811    38
0.0999641    36
0.102724    39
0.1159    26
0.11159    51
0.110645    29
0.0810699    40
0.18524    26
0.09166    25
0.0805812    20
0.100958    39
0.080889    34
0.0810549    47
0.087322    31
0.080179    25
0.119214    18
0.106946    24
0.106162    23
0.114397    23
0.0944729    28
0.103469    29
0.103407    33
0.134209    19
0.111304    23
0.117565    32
0.118954    34
0.10527    44
0.0990169    30
0.0859461    41
0.097892    25
0.085469    42
0.079766    19
0.107349    34
0.19461    45
0.10082    32
0.0896611    34
0.0931389    39
0.0967    44
0.110752    28
0.188321    44
0.109534    17
0.0803239    24
0.096005    39
0.0990169    24
0.106691    32
0.0891762    27
0.108383    32
0.086117    27
0.112355    37
0.107149    41
0.0890541    33
0.107407    25
0.110016    32
0.0931399    35
0.0790279    34
0.07988    41
0.0862918    42
0.0799379    38
0.0827379    41
0.0911791    38
0.0800169    30
0.0827482    19
0.0804319    14
0.0793638    18
0.094243    30
0.0792129    35
0.0800779    25
0.180192    34
0.0985229    29
0.0947318    36
0.095814    32
0.102307    35
0.101588    32
0.079761    34
0.109717    26
0.112444    31
0.118786    33
0.119668    37
0.103548    26
0.09215    22
0.106198    32
0.0844979    19
0.104717    44
0.0821722    27
0.0808342    31
0.100052    27
0.194618    40
0.0971041    28
0.0866339    23
0.098917    33
0.117571    25
0.100896    37
0.0798628    27
0.0837829    22
0.0935662    30
0.0794461    39
0.0800929    31
0.099606    29
0.0793869    26
0.0827169    23
0.115915    24
0.079577    25
0.103982    29
0.106936    29
0.10952    22
0.0861959    38
0.0799789    39
0.120111    43
0.109473    30
0.0796402    29
0.0911131    32
0.0802221    29
0.079289    28
0.0980561    35
0.090935    23
0.081563    39
0.0821271    29
0.0808642    28
0.081136    23
0.109923    30
0.0968959    40
0.09905    28
0.0811851    31
0.0837259    58
0.079015    40
0.0789239    29
0.0999548    31
0.0934839    35
0.0798299    22
0.166315    68
0.081634    27
0.079386    25
0.0978949    32
0.081183    22
0.0951359    22
0.115903    22
0.157448    35
0.103067    23
0.0890031    23
0.103249    38
0.100473    23
0.093307    42
0.117254    32
0.109155    25
0.0809319    26
0.0945971    30
0.100491    24
0.0939391    25
0.100472    19
0.113539    30
0.103167    28
0.079942    26
0.079833    40
0.0938928    43
0.104513    29
0.103899    39
0.10368    24
0.102911    38
0.100918    32
0.0918679    32
0.103066    39
0.0930109    25
0.11269    27
0.0913939    36
0.0808349    32
0.0893059    34
0.101853    22
0.083216    30
0.0975161    29
0.165553    34
0.104744    35
0.101571    24
0.101148    31
0.105545    44
0.0936179    21
0.09952    40
0.10934    30
0.0955341    33
0.0954401    31
0.081882    29
0.08003    18
0.086122    29
0.0950038    16
0.114437    27
0.11637    21
0.110627    29
0.090328    26
0.101842    22
0.079452    38
0.179638    30
0.086638    31
0.100858    23
0.110869    27
0.108247    27
0.0959949    30
0.102067    32
0.104054    40
0.09706    48
0.119294    23
0.129971    31
0.0806911    63
0.0802009    24
0.10207    28
0.0810101    39
0.103364    22
0.093049    67
0.0799849    27
0.0857222    25
0.0948839    61
0.0816679    32
0.100731    33
0.164745    16
0.0807989    28
0.0799551    25
0.0956111    19
0.0810189    30
0.0895638    31
0.0947349    31
0.092473    23
0.107908    47
0.109472    28
0.112025    32
0.106862    47
0.0853262    32
