Graph Name: CollegeMsg.txt
Motif Name: M-2-3.txt
Delta Value: 3200

TIME        NUMBER OF MOTIFS 
0.0884361    11
0.111272    22
0.08248    8
0.078851    7
0.0852408    5
0.16711    5
0.0902059    7
0.0888071    10
0.082886    2
0.082984    7
0.07881    11
0.0785742    6
0.0968761    9
0.0590458    6
0.0775821    6
0.0790629    9
0.0834718    4
0.0958581    4
0.098161    3
0.102803    10
0.0746672    10
0.104618    8
0.0812099    11
0.0790629    15
0.0856178    4
0.0799701    5
0.078598    5
0.0846331    6
0.11233    7
0.0897448    4
0.0812259    10
0.078867    4
0.084614    8
0.0909719    11
0.0785909    10
0.120366    3
0.083359    13
0.100884    4
0.078146    4
0.0785298    9
0.0791159    12
0.0822229    8
0.0799839    3
0.055057    6
0.086066    12
0.106361    4
0.0944691    4
0.0954802    8
0.106093    1
0.0785129    9
0.056381    5
0.0785651    8
0.0781791    7
0.0825841    5
0.0794921    8
0.078707    7
0.0730741    3
0.078243    6
0.109065    7
0.0782409    11
0.0797451    6
0.0782681    3
0.0906391    3
0.099227    8
0.101285    4
0.100241    2
0.102584    10
0.10409    7
0.0788748    7
0.0789881    3
0.087019    9
0.079953    15
0.0837951    2
0.0785849    6
0.0791888    5
0.0707591    3
0.079479    5
0.079212    11
0.101135    6
0.0875971    2
0.088589    7
0.0924571    10
0.0848539    7
0.0975959    7
0.0790269    3
0.0782299    12
0.0873089    9
0.0825629    5
0.078511    7
0.09272    9
0.079231    13
0.0570171    3
0.0786178    5
0.078588    6
0.0815821    3
0.0799251    8
0.0859311    5
0.0944841    6
0.0577559    8
0.0813971    4
0.101766    7
0.086235    3
0.079596    10
0.0914569    13
0.0979578    12
0.098722    5
0.079309    5
0.087431    5
0.0839951    4
0.0922699    9
0.0971451    7
0.084301    1
0.078594    11
0.064002    2
0.0840609    13
0.0899591    3
0.083143    9
0.0784271    1
0.0868101    12
0.091496    5
0.144761    12
0.0786231    8
0.077908    4
0.0795012    17
0.0794721    9
0.083488    10
0.0852642    3
0.0984709    5
0.06549    13
0.0673201    1
0.0785379    7
0.0916579    9
0.081084    4
0.103066    4
0.079545    7
0.0702069    3
0.0888622    8
0.098947    4
0.0915151    9
0.0825288    11
0.0782399    4
0.0984211    7
0.115359    4
0.0783911    5
0.0927432    13
0.115086    9
0.10287    1
0.0787861    6
0.0788519    8
0.0963011    8
0.093441    9
0.0960991    7
0.0801001    4
0.0803969    6
0.101347    1
0.0932839    8
0.099395    5
0.066777    10
0.08253    7
0.098767    6
0.0786722    9
0.0856779    3
0.0783539    3
0.0790422    6
0.078433    11
0.0799229    9
0.0598309    6
0.078207    8
0.0792189    8
0.07934    9
0.087147    4
0.094969    8
0.102167    7
0.0859301    9
0.0988009    5
0.111283    6
0.103391    11
0.092474    13
0.10582    4
0.0691628    7
0.080688    5
0.0783541    7
0.089457    6
0.0787601    7
0.0788119    10
0.0904272    6
0.106498    5
0.0931201    11
0.0752239    4
0.078835    8
0.090385    11
0.106341    9
0.105938    8
0.07902    3
0.0557771    6
0.085608    6
0.0798318    5
0.078716    5
0.078475    8
0.0861161    7
0.079865    5
0.100046    7
0.0929918    7
0.0962269    8
0.0822251    13
0.0827339    9
0.089191    5
0.0946691    7
0.0976019    6
0.0972631    3
0.0947938    12
0.100237    6
0.0791409    4
0.0965731    10
0.106932    5
0.0878091    6
0.087127    9
0.0969899    10
0.09951    3
0.0910711    4
0.100002    7
0.108622    10
0.0841789    6
0.0857558    7
0.0892792    10
0.0817659    9
0.079257    8
0.0794861    13
0.0979409    7
0.101081    7
0.0692    1
0.0801229    1
0.07828    1
0.098917    6
0.0792041    4
0.0782161    4
0.10255    2
0.102287    10
0.106921    6
0.0899959    12
0.0783091    13
0.0788429    13
0.0795619    8
0.079901    7
0.0788822    7
0.0787358    4
0.079489    6
0.0648611    5
0.0797641    6
0.091249    9
0.098078    3
0.094182    6
0.078768    3
0.0694199    7
0.09654    9
0.0837991    6
