Graph Name: CollegeMsg.txt
Motif Name: M-6-2.txt
Delta Value: 3200

TIME        NUMBER OF MOTIFS 
0.0789561    15
0.0916371    13
0.1052    13
0.0917449    29
0.079514    20
0.0817029    15
0.100053    24
0.0803468    17
0.0811892    20
0.109591    18
0.110988    31
0.097441    22
0.084816    19
0.0805838    14
0.083405    21
0.0663719    25
0.0921621    17
0.0790439    19
0.087281    25
0.0886929    9
0.101063    19
0.0863259    20
0.0785379    21
0.08097    27
0.100216    26
0.109029    27
0.100785    25
0.0809882    21
0.076875    24
0.100155    13
0.10456    25
0.0993741    30
0.0885541    16
0.082099    25
0.0987141    25
0.0835521    21
0.100626    16
0.079602    26
0.081054    29
0.0998521    18
0.0802369    48
0.081718    25
0.139736    22
0.107384    18
0.110146    21
0.085726    20
0.080693    13
0.108386    25
0.108188    23
0.120985    21
0.081197    18
0.0813839    17
0.0970619    29
0.102653    20
0.104721    24
0.08109    26
0.080245    16
0.103201    26
0.0835869    21
0.081429    25
0.0819161    21
0.0829101    22
0.101643    19
0.093646    21
0.0740659    14
0.0791218    24
0.0791731    24
0.10406    18
0.091414    24
0.110698    20
0.0820892    27
0.0796971    17
0.099988    17
0.0924671    15
0.109602    27
0.079978    17
0.080272    20
0.0968959    25
0.110224    28
0.100671    8
0.0808091    17
0.079376    18
0.0796208    16
0.0907569    17
0.085799    17
0.080359    30
0.0813589    21
0.0802269    20
0.07322    24
0.0799661    20
0.0825932    31
0.079242    19
0.0824521    16
0.0852909    23
0.079412    17
0.087009    27
0.104416    20
0.0854201    19
0.0801141    21
0.0831361    11
0.0954111    19
0.096024    16
0.0912559    23
0.0833259    9
0.078922    19
0.110833    30
0.101731    15
0.089359    22
0.078975    15
0.0941999    19
0.0965781    30
0.0957661    26
0.0967879    23
0.0798988    34
0.079252    20
0.102221    15
0.1116    25
0.110077    23
0.0823259    22
0.07974    18
0.09637    26
0.110848    16
0.111088    26
0.123792    19
0.0796669    22
0.103727    11
0.094434    22
0.111578    14
0.0802181    23
0.0826099    28
0.105109    21
0.0813529    29
0.0813541    21
0.0796001    23
0.101334    24
0.0987399    18
0.0860288    24
0.0791869    14
0.086607    27
0.0830851    28
0.080307    23
0.0791309    23
0.079746    17
0.0901339    27
0.0791008    12
0.079648    17
0.094275    29
0.0794902    17
0.082098    18
0.0798459    11
0.089047    28
0.0798199    22
0.0795531    27
0.105079    21
0.079716    24
0.0707841    31
0.077574    18
0.106613    25
0.0887029    18
0.0793729    27
0.0872579    11
0.097636    20
0.0774281    23
0.100869    19
0.0820789    23
0.08149    20
0.103102    21
0.0990238    21
0.107996    26
0.066438    19
0.0805271    20
0.0988541    10
0.103046    18
0.111456    21
0.081681    22
0.079623    18
0.114284    13
0.0802081    14
0.0909212    23
0.0821178    16
0.0792739    24
0.0921869    17
0.102899    16
0.077028    15
0.0513592    30
0.0795591    13
0.0891628    37
0.0792699    25
0.079051    23
0.0961959    11
0.099596    23
0.0985191    18
0.0897539    18
0.0789599    14
0.0985661    21
0.107902    14
0.111333    30
0.0792    27
0.0689609    18
0.0739548    17
0.102449    22
0.098999    24
0.0812221    9
0.081578    25
0.0792978    26
0.0704191    13
0.0795939    19
0.09776    15
0.111251    28
0.0868599    21
0.0789039    16
0.0870881    13
0.0922892    17
0.07671    25
0.0832779    23
0.0889101    26
0.085746    13
0.079586    26
0.0793591    14
0.081722    9
0.103874    37
0.0974231    21
0.109104    22
0.0800829    23
0.079788    20
0.100034    20
0.102855    17
0.134159    31
0.07901    22
0.0819678    12
0.0960789    14
0.10523    22
0.0931602    28
0.085866    23
0.082155    31
0.0886428    18
0.0992582    16
0.104792    21
0.078938    15
0.0859339    15
0.10507    36
0.079946    18
0.124876    19
0.0863469    18
0.102487    19
0.0869889    16
0.0793219    23
0.094558    12
0.109661    17
0.100402    21
0.0798039    28
0.0792048    18
0.116871    34
0.079777    28
0.082557    16
0.0789559    24
0.0798619    22
0.0839591    17
