Graph Name: CollegeMsg.txt
Motif Name: M-3-5.txt
Delta Value: 3200

TIME        NUMBER OF MOTIFS 
0.193553    1797
0.126443    7
0.109656    7
0.066684    6
0.077471    4
0.106236    1
0.127221    6
0.121248    6
0.0834029    6
0.098702    5
0.0724761    6
0.05687    6
0.086169    9
0.087409    5
0.095367    8
0.079385    6
0.102792    2
0.0610938    5
0.0793209    9
0.0916719    8
0.12264    2
0.198341    7
0.0908718    7
0.091717    4
0.079664    4
0.0940719    7
0.127646    9
0.093822    2
0.0988481    2
0.103671    3
0.0837069    4
0.101308    6
0.0781839    7
0.108693    8
0.117854    4
0.0928881    0
0.0898459    2
0.0832601    5
0.0937638    2
0.125977    6
0.0726759    4
0.108459    5
0.131042    5
0.0752931    7
0.110049    2
0.0821099    5
0.120371    7
0.0871532    3
0.121554    2
0.077688    5
0.0681121    8
0.087085    6
0.102421    5
0.086488    5
0.0969    4
0.119963    2
0.0832651    5
0.098057    6
0.0963159    2
0.0769882    9
0.076601    1
0.142247    8
0.086051    10
0.123666    6
0.0821459    3
0.097755    9
0.0710731    3
0.089494    11
0.120182    7
0.084794    7
0.119822    7
0.0920398    7
0.078793    3
0.079704    3
0.108126    5
0.0728512    4
0.06301    6
0.117491    2
0.134494    4
0.102541    5
0.096822    5
0.118703    4
0.109154    6
0.0711799    4
0.08917    12
0.0728409    5
0.120287    7
0.130933    5
0.0997179    5
0.091552    6
0.0999939    0
0.10426    6
0.124145    5
0.0999858    1
0.117127    7
0.089473    6
0.092845    4
0.0856831    3
0.0814362    8
0.0845718    12
0.092241    2
0.122886    3
0.121627    3
0.108215    8
0.0835509    3
0.082197    5
0.0610371    4
0.139044    5
0.0886259    2
0.115072    10
0.087836    5
0.0804849    4
0.083267    4
0.085094    11
0.0806019    5
0.082058    3
0.0819368    4
0.089391    2
0.120051    9
0.0982969    0
0.109662    9
0.132192    11
0.129717    11
0.105596    6
0.0998309    2
0.09548    7
0.118913    8
0.114684    8
0.106518    4
0.101294    15
0.138159    4
0.0798981    10
0.1049    5
0.092195    4
0.20288    4
0.0541339    4
0.0519359    2
0.0539398    6
0.061197    5
0.0540261    8
0.0523169    11
0.041096    13
0.0467319    4
0.073936    4
0.053597    9
0.049098    4
0.0829132    5
0.0850549    3
0.0521479    11
0.0531752    7
0.0441649    7
0.049751    5
0.0487401    6
0.071697    4
0.0587819    6
0.0993099    8
0.108501    7
0.104457    5
0.095758    14
0.116055    8
0.119999    6
0.0985532    9
0.095058    6
0.093029    5
0.101626    10
0.106023    6
0.132117    6
0.0694439    9
0.0863891    5
0.0963931    7
0.0960331    7
0.131263    7
0.157041    6
0.10554    3
0.0800779    7
0.0893419    2
0.0972409    11
0.103218    6
0.0869749    6
0.0897238    4
0.0696151    4
0.102036    4
0.173779    3
0.088378    12
0.38666    5
0.15458    11
0.168113    4
0.227765    6
0.119505    6
0.106473    5
0.0817649    8
0.06481    4
0.10351    3
0.116868    10
0.110172    6
0.236008    3
0.249804    8
0.118261    8
0.110039    6
0.157747    7
0.179411    6
0.0746431    4
0.108487    6
0.093945    2
0.088788    5
0.10482    10
0.112612    7
0.182229    2
0.0720122    12
0.104879    6
0.104046    7
0.0997472    8
0.0948551    11
0.113198    4
0.107796    7
0.098752    3
0.0933011    5
0.108059    5
0.118768    5
0.116389    3
0.119785    5
0.0855889    6
0.0800729    5
0.119265    15
0.10689    4
0.102698    8
0.106639    6
0.103273    11
0.0999401    10
0.0890698    5
0.097249    5
0.147406    2
0.0893018    5
0.07899    8
0.0844221    7
0.0790598    7
0.079113    2
0.086328    8
0.078692    2
0.118233    3
0.102481    6
0.0982189    1
0.093003    4
0.097476    4
0.09711    5
0.179116    4
0.0829501    4
0.0783761    13
0.0852449    5
0.0943789    4
0.108834    4
0.080374    8
