Graph Name: CollegeMsg.txt
Motif Name: M-4-5.txt
Delta Value: 3200

TIME        NUMBER OF MOTIFS 
0.0895951    11
0.0830629    5
0.086062    10
0.093668    6
0.105124    6
0.0781739    4
0.106349    9
0.0937841    8
0.115936    6
0.0825419    10
0.0965021    6
0.131264    5
0.0881581    5
0.082612    6
0.081733    3
0.0962801    9
0.103369    15
0.108609    9
0.141726    16
0.081645    8
0.095871    13
0.081574    9
0.0826268    6
0.0944021    6
0.0820949    6
0.084512    4
0.0830529    6
0.083153    6
0.052124    8
0.0826311    14
0.084795    7
0.09622    16
0.0950489    9
0.094722    6
0.097028    6
0.11163    9
0.098099    10
0.0826011    5
0.101409    4
0.104911    12
0.111814    5
0.09552    8
0.105686    8
0.084532    6
0.0822601    5
0.119478    7
0.099443    8
0.104113    11
0.107973    6
0.105412    11
0.111759    12
0.084384    7
0.120624    10
0.112604    8
0.091614    5
0.118976    5
0.13206    12
0.122768    8
0.11621    6
0.11243    6
0.118404    10
0.111454    7
0.119318    11
0.121399    3
0.138065    5
0.141578    4
0.195754    6
0.0838521    6
0.129686    10
0.148323    13
0.0626709    9
0.104429    4
0.0846119    5
0.0730519    6
0.073365    3
0.0458541    10
0.076894    5
0.0947211    7
0.119435    2
0.120622    8
0.091229    13
0.0634098    9
0.0621729    11
0.0743849    6
0.0766912    18
0.0584779    3
0.0744209    3
0.074065    10
0.0968919    8
0.0811241    14
0.101382    3
0.195259    8
0.0550201    9
0.203367    5
0.0830722    8
0.0929451    16
0.0844798    2
0.137795    5
0.112757    10
0.123733    9
0.130381    7
0.208657    8
0.128114    4
0.141524    5
0.093909    3
0.085691    2
0.086885    11
0.057538    8
0.174058    7
0.0919559    8
0.0834479    5
0.115096    9
0.100296    6
0.0966272    3
0.131815    5
0.101402    14
0.112022    7
0.101181    4
0.094943    10
0.0901799    11
0.116126    3
0.0922651    6
0.104925    6
0.0829291    5
0.0718641    3
0.114635    4
0.077919    4
0.154679    9
0.248972    6
0.136726    8
0.091516    6
0.114587    7
0.157925    5
0.148721    4
0.112982    10
0.131835    4
0.116005    10
0.138039    7
0.211363    7
0.146224    8
0.095155    12
0.105232    15
0.126974    3
0.0928559    8
0.119923    9
0.159328    4
0.212812    11
0.180706    7
0.131324    9
0.127449    4
0.150546    11
0.124104    3
0.111936    15
0.10129    6
0.113104    12
0.218188    5
0.176741    6
0.13546    6
0.10966    6
0.112955    11
0.128317    5
0.139383    3
0.126429    6
0.0916309    6
0.129457    7
0.147433    6
0.111071    1
0.114215    6
0.120115    9
0.123522    9
0.21387    8
0.139888    3
0.163918    8
0.133284    10
0.079565    6
0.222791    9
0.117555    13
0.136589    5
0.135711    7
0.149642    8
0.12178    12
0.123943    2
0.149835    8
0.0964179    5
0.124412    2
0.165901    8
0.241156    2
0.134058    4
0.155661    11
0.147942    8
0.15295    8
0.211164    8
0.124398    0
0.135289    6
0.115238    8
0.151014    7
0.129906    7
0.116471    4
0.132693    6
0.113419    7
0.138695    7
0.161334    15
0.16149    9
0.23518    6
0.1281    15
0.148552    5
0.130196    15
0.145218    2
0.104436    9
0.0927482    6
0.226383    12
0.113947    6
0.0675578    10
0.0914049    4
0.0578792    8
0.079165    5
0.0625448    4
0.100163    8
0.0555439    7
0.055357    6
0.071933    12
0.062546    3
0.046308    8
0.050791    6
0.081753    4
0.0710521    12
0.101912    4
0.092006    8
0.185621    8
0.119528    4
0.110935    5
0.115029    7
0.133277    11
0.134855    9
0.13702    8
0.123556    3
0.127834    3
0.117722    15
0.108677    9
0.147925    7
0.110297    6
0.0774219    4
0.090256    6
0.150106    11
0.166311    9
0.0832829    6
0.095737    4
0.10867    5
0.122518    9
0.131155    13
0.0979791    9
0.147241    8
0.117446    9
0.161833    5
0.124772    8
0.209054    9
0.096802    5
0.116819    5
0.120657    5
0.0862792    11
0.0964911    5
0.0916312    9
0.101177    4
0.145202    7
0.119455    6
0.114109    6
0.0710361    7
0.111674    6
0.062026    6
0.07284    11
0.0705729    6
0.0853138    7
0.111154    7
0.0783529    9
0.0997651    4
0.097729    7
0.121222    4
0.219172    4
0.087204    4
0.112376    7
0.102035    6
0.08849    3
0.0957482    8
0.111636    5
0.114747    9
0.155224    6
0.0519261    6
0.0831499    7
0.072036    5
