Graph Name: CollegeMsg.txt
Motif Name: M-1-3.txt
Delta Value: 3200

TIME        NUMBER OF MOTIFS 
0.0364101    2456
0.039273    6
0.0355492    4
0.034862    8
0.0360079    8
0.0363789    7
0.035404    3
0.0345459    6
0.0348098    11
0.045748    7
0.0383201    5
0.0359149    8
0.0356529    5
0.034996    3
0.0354111    6
0.036761    8
0.0358009    2
0.0351601    5
0.0349829    9
0.049449    6
0.0376458    9
0.111186    3
0.078624    7
0.0862751    7
0.0915668    8
0.085062    7
0.078963    3
0.0897419    11
0.0800891    10
0.078907    6
0.152669    7
0.101467    9
0.088979    5
0.0801568    5
0.0840559    5
0.0789659    7
0.079299    11
0.0796621    6
0.0794868    7
0.0987608    13
0.0978069    5
0.0945029    9
0.0802951    12
0.081213    11
0.101113    11
0.0922141    3
0.0977681    7
0.086694    8
0.078136    8
0.0927329    6
0.0947981    4
0.0980439    7
0.078747    5
0.0812719    5
0.101972    8
0.0845201    4
0.100512    7
0.0810351    5
0.0836411    5
0.0791001    8
0.0796881    4
0.0793002    7
0.0791371    8
0.095715    8
0.098711    6
0.090239    9
0.083081    13
0.0944939    9
0.094656    5
0.112169    8
0.08181    9
0.0820301    6
0.108228    8
0.0958428    6
0.106271    7
0.0812781    6
0.0819001    5
0.09146    6
0.100463    9
0.10577    10
0.095027    5
0.0795379    3
0.104627    10
0.101878    8
0.0985811    4
0.0809078    5
0.112    7
0.0846231    4
0.07797    4
0.0802052    6
0.085145    12
0.0810499    11
0.080569    9
0.079397    4
0.0805151    7
0.105335    9
0.099071    9
0.100469    6
0.0791659    4
0.0805311    8
0.100605    8
0.105599    6
0.090766    5
0.081542    7
0.0781131    5
0.0782671    8
0.0815001    7
0.0788221    12
0.0803499    12
0.102489    10
0.0961721    6
0.101359    9
0.0785332    6
0.0875919    10
0.0973849    5
0.101713    11
0.090132    2
0.0856051    5
0.093586    9
0.097029    7
0.0952601    12
0.152594    4
0.0790129    8
0.0988891    8
0.112017    7
0.107417    8
0.079982    7
0.098851    7
0.115498    4
0.0987861    3
0.0844278    5
0.0789609    10
0.0785911    7
0.0802789    7
0.0798359    2
0.117051    7
0.105306    1
0.0995312    5
0.101004    7
0.101077    8
0.079149    3
0.0929911    8
0.112763    10
0.109127    7
0.080734    2
0.091912    4
0.0953331    6
0.0956769    6
0.088125    10
0.089041    3
0.104414    8
0.102596    3
0.0776758    7
0.095299    5
0.100184    9
0.115125    5
0.088336    14
0.100745    11
0.103724    4
0.09255    10
0.0913689    5
0.101529    10
0.104229    4
0.107272    11
0.0876031    5
0.0798011    10
0.0876191    8
0.084085    3
0.0999031    10
0.0796931    5
0.0899169    6
0.111176    6
0.0958779    6
0.096524    6
0.0795012    1
0.0949979    5
0.0817349    6
0.0983591    11
0.0854771    7
0.0891051    2
0.0980649    5
0.0989079    5
0.109046    5
0.081496    4
0.0944269    7
0.10082    11
0.088856    5
0.078788    8
0.0958669    2
0.149736    6
0.0965879    3
0.078721    6
0.0981879    1
0.0872102    7
0.105663    5
0.0785182    6
0.107444    5
0.10549    12
0.111392    14
0.0793681    3
0.096384    4
0.109631    8
0.10465    4
0.0780971    9
0.0792952    3
0.106862    8
0.0849991    5
0.102255    8
0.07862    7
0.078099    9
0.088712    7
0.0924251    4
0.1066    13
0.0847089    6
0.107752    5
0.090667    4
0.11746    5
0.10124    9
0.099592    3
0.0918379    9
0.0778232    6
0.088377    3
0.078552    3
0.108669    6
0.098839    7
0.0998888    9
0.108385    2
0.0936651    5
0.117451    11
0.117174    10
0.122296    8
0.132931    6
0.126384    5
0.074389    6
0.107126    4
0.100973    5
0.109198    4
0.103261    12
0.0930061    6
0.100722    5
0.118511    12
0.117552    9
0.09304    9
0.0945601    7
0.106165    6
0.103546    22
0.109168    10
0.122543    10
0.0780721    4
0.080477    11
0.081594    6
0.0794122    3
0.0834169    4
0.079318    5
0.090107    6
0.126972    9
0.135754    7
0.132769    3
0.115856    8
0.0984452    3
0.105645    11
0.108693    4
0.0801308    3
0.119517    7
0.108076    4
0.101481    9
0.124359    10
0.0869479    6
0.0790231    5
0.0805969    13
0.0783761    3
0.0783989    16
0.088789    11
0.082063    5
0.0799382    9
0.082711    5
0.0782201    4
0.0786841    6
0.087698    9
0.07816    9
0.080153    6
0.0902491    8
0.0796301    4
0.0797591    10
0.0845311    5
0.079174    4
0.0802789    8
0.08094    10
0.079149    5
0.115413    4
0.0997138    2
0.107621    11
0.0784531    7
