Graph Name: CollegeMsg.txt
Motif Name: M-1-4.txt
Delta Value: 3200

TIME        NUMBER OF MOTIFS 
0.0956359    1
0.0872278    7
0.079735    8
0.0869441    9
0.0873749    4
0.106546    7
0.105953    10
0.079601    6
0.118139    7
0.0987329    6
0.109805    8
0.120212    7
0.0793021    6
0.100912    6
0.102711    8
0.0998561    9
0.0986929    11
0.10915    4
0.107258    10
0.081995    12
0.0787361    6
0.0816829    5
0.0908711    3
0.082222    2
0.0804329    3
0.116408    8
0.0803502    4
0.107814    7
0.108563    5
0.107846    7
0.102631    11
0.0994439    5
0.112471    9
0.078824    7
0.079499    8
0.078527    1
0.080317    6
0.0794671    3
0.078089    10
0.170284    8
0.104065    11
0.10707    4
0.0913069    12
0.090836    5
0.11317    6
0.0818801    4
0.0979412    11
0.0844662    5
0.111008    8
0.08446    9
0.0787151    7
0.080009    8
0.07885    6
0.099375    4
0.10147    5
0.100452    7
0.0796392    11
0.0786538    12
0.0812001    12
0.0787339    9
0.079313    9
0.152809    9
0.0809879    11
0.088377    6
0.105129    8
0.114852    8
0.0794718    5
0.0782619    7
0.147049    4
0.100166    10
0.097743    9
0.0791199    6
0.095078    8
0.0830591    9
0.0789049    6
0.082114    2
0.0784371    4
0.0802441    12
0.0988729    12
0.0947371    8
0.105927    8
0.0802901    6
0.079335    8
0.079037    4
0.0823731    8
0.104776    8
0.0983179    6
0.0941281    6
0.0795119    7
0.078537    12
0.07988    3
0.0812318    5
0.0858381    2
0.0937881    6
0.0889678    11
0.0883231    11
0.078747    9
0.108183    15
0.102642    6
0.111485    9
0.102327    3
0.0915191    4
0.103685    13
0.095396    7
0.089004    4
0.0785398    9
0.101219    11
0.105911    5
0.0979619    6
0.091496    7
0.114018    12
0.113833    9
0.106067    4
0.098732    5
0.096849    8
0.0931652    4
0.128762    9
0.109446    9
0.0951791    4
0.0854039    6
0.0943401    4
0.0811419    5
0.0801692    7
0.0793831    8
0.099695    3
0.112177    2
0.0849969    8
0.0790501    7
0.086906    5
0.087822    6
0.0887659    6
0.105072    11
0.102338    7
0.0926151    3
0.0867128    10
0.0960951    7
0.0804281    6
0.0870888    4
0.0836101    7
0.0788791    11
0.137064    3
0.0925801    6
0.0976779    6
0.104406    5
0.0894041    5
0.0788381    3
0.099704    8
0.118871    8
0.103948    10
0.0800939    12
0.0798581    7
0.0878029    2
0.078619    6
0.0794301    12
0.0915148    7
0.0930979    10
0.098685    12
0.0983598    7
0.078706    9
0.0800431    2
0.086417    2
0.088613    6
0.0918369    8
0.093704    4
0.10425    6
0.103879    9
0.078912    7
0.0792921    6
0.0788321    7
0.0917981    8
0.106942    12
0.113497    1
0.103187    5
0.0906379    7
0.104719    4
0.112667    7
0.0896451    7
0.0791402    10
0.0975361    16
0.111156    9
0.0997932    13
0.0786619    11
0.0961812    2
0.0847101    6
0.0784149    4
0.079489    6
0.0868249    9
0.0813961    6
0.0854609    3
0.078644    0
0.0792038    5
0.0802751    7
0.0787458    9
0.0999951    5
0.0915711    6
0.107294    16
0.0786309    4
0.08132    7
0.0811329    7
0.0778491    10
0.0962691    5
0.097923    9
0.0955338    7
0.0795572    5
0.112731    6
0.0998971    12
0.100809    5
0.0894449    10
0.080281    9
0.083014    5
0.0788    10
0.0800619    2
0.106713    8
0.0886288    7
0.105917    7
0.0801609    10
0.0807052    10
0.078655    10
0.080929    3
0.109686    4
0.100354    10
0.099946    8
0.0893111    11
0.0895929    2
0.109173    5
0.0955739    9
0.112931    5
0.098871    6
0.0917451    7
0.0973442    6
0.15017    5
0.0843401    8
0.0940552    14
0.0986018    4
0.099916    5
0.08443    17
0.086148    8
0.139751    11
0.07899    9
0.078819    6
0.088639    3
0.080734    7
0.079155    7
0.078567    11
0.078881    11
0.11139    2
0.0989242    7
0.101356    7
0.101855    8
0.099191    5
0.105959    5
0.116398    9
0.136046    7
0.11488    3
