Graph Name: CollegeMsg.txt
Motif Name: M-3-6.txt
Delta Value: 3200

TIME        NUMBER OF MOTIFS 
0.111023    9
0.08781    7
0.095175    6
0.0896769    4
0.0891368    7
0.0851748    9
0.167945    5
0.0797219    11
0.0788591    7
0.106638    6
0.0938489    13
0.109544    5
0.078548    8
0.124984    6
0.083782    12
0.115116    4
0.0955639    13
0.111802    10
0.0987568    9
0.085922    9
0.10992    3
0.098232    3
0.106124    3
0.0890281    8
0.107016    9
0.079459    4
0.123486    10
0.0954168    9
0.0889311    7
0.114845    4
0.0772681    3
0.0787261    3
0.103021    6
0.0900519    6
0.0991638    9
0.104206    5
0.096837    8
0.108107    6
0.0787721    6
0.0792291    10
0.0789051    11
0.112806    7
0.09008    4
0.10725    8
0.078635    0
0.079216    12
0.094955    8
0.093132    6
0.106873    8
0.0893312    8
0.101404    8
0.0983109    8
0.0901449    11
0.10007    16
0.119504    7
0.084754    4
0.0820551    8
0.10239    10
0.095866    4
0.0980091    7
0.109104    13
0.105868    6
0.107979    4
0.099617    3
0.0813229    7
0.114714    3
0.0800161    7
0.081197    7
0.109317    3
0.0983851    6
0.09988    9
0.0793869    4
0.0819671    6
0.079    10
0.0877168    7
0.0987039    8
0.0977168    7
0.105795    9
0.0913999    2
0.0881681    3
0.172142    12
0.0851111    6
0.0788591    7
0.0861459    10
0.0936489    5
0.093147    6
0.0933762    4
0.129159    8
0.114998    7
0.102236    4
0.0789189    3
0.0856369    3
0.079361    4
0.079756    9
0.0931101    7
0.078728    6
0.0850859    4
0.0984321    7
0.0902021    4
0.0786171    7
0.086031    7
0.091208    3
0.10386    3
0.0920808    5
0.099972    7
0.112765    5
0.0962679    10
0.079576    8
0.086401    5
0.0792751    12
0.108093    4
0.100293    13
0.0984571    6
0.0789819    11
0.079308    8
0.180006    8
0.0952861    11
0.0982709    8
0.10376    8
0.107448    4
0.123212    7
0.100995    8
0.115422    9
0.107206    4
0.109348    8
0.100797    7
0.116247    9
0.128183    6
0.132242    8
0.0847449    12
0.103578    7
0.109226    11
0.062752    9
0.0448308    3
0.0909672    10
0.0871921    8
0.181164    9
0.0836079    5
0.080616    9
0.0888309    5
0.0804451    12
0.0799739    8
0.101064    3
0.0799799    7
0.117122    11
0.0907888    8
0.079098    7
0.099056    10
0.0941739    5
0.111353    8
0.079365    7
0.132239    5
0.0928118    4
0.07884    7
0.0883229    7
0.078423    6
0.0787349    5
0.094167    5
0.0874209    5
0.113229    9
0.083158    8
0.0812738    9
0.0894918    7
0.09004    6
0.100182    5
0.0793481    10
0.114934    10
0.0980251    3
0.084825    9
0.0791838    8
0.080411    7
0.08653    5
0.0796561    9
0.0783761    14
0.0900249    13
0.0902789    7
0.102662    9
0.0793149    7
0.078738    11
0.083425    9
0.0786431    6
0.114365    7
0.105193    8
0.10117    6
0.078517    5
0.078325    6
0.0856891    5
0.0811269    2
0.122859    8
0.100379    5
0.082212    8
0.07935    2
0.080543    16
0.080137    5
0.0924861    8
0.0849469    4
0.104962    8
0.102679    8
0.0968699    6
0.0995331    8
0.091152    6
0.093142    3
0.12118    12
0.10168    8
0.085393    10
0.100031    6
0.054656    11
0.0361059    10
0.035897    4
0.038697    9
0.091218    5
0.10056    7
0.0404999    3
0.178871    7
0.136172    6
0.10075    5
0.244003    7
0.0756409    6
0.103813    4
0.113414    7
0.142669    6
0.167522    6
0.143393    7
0.0578229    7
0.0646989    7
0.114985    10
0.0998321    4
0.104728    6
0.109163    6
0.101844    7
0.115775    6
0.0540621    5
0.105047    11
0.103978    10
0.243875    5
0.09218    8
0.0900159    12
0.0945191    13
0.108761    6
0.102203    4
0.0948091    2
0.096951    10
